content,label1,label2
我比较喜欢方向盘的中文按键，我觉得很有归属感,操控,
能耗】唐DM-i的能耗真的是非常低，而且厂家宣传也挺实在的，目前基本上油耗的话也真的只有5.5左右，我基本上就在市区里开，上下班也会遇到堵车的情况,用车成本,价格
外观】对于唐DM-i的外观评价，必须竖起大拇指，必须点个赞，是我非常喜欢中意的外形造型，感觉非常成熟稳重，而且能给我很强的安全感,外观,外观设计风格
而且我也特别喜欢车轮毂的设计，因为在正中央有唐logo露出，无形之中增加了车型的一个辨识度,外观,外观设计风格
内饰】内饰科技感爆棚，中控旋转大屏语音识别非常准确，也比较灵敏，而且运行也比较流畅，能够支持多种APP的运行，而且横屏、竖屏能根据程序的不同能够自动旋转,内饰,
性价比】价格还是比较适中，配置比较丰富，特别是安全配置特别高，是采用的DM-i超级混动平台作为燃油颠覆者，它的最大的一个亮点就是非常的省油，而且混动新能源，可以享受新能源补贴和免交购置税，无形之中又省了一大笔费用的支出,用车成本,价格
购车：唐DM-i的购车历程还是挺难的，还是排队提车，这一等车就等了两个多月，而且买车的时候也没有任何的车价优惠,其他信息,其他信息
为什么选择这款车】比亚迪国新能源在国产车当中，口碑还是挺不错的，而且我也比较放心这个刀片电池的性能，唐Dm-i可油可电，能有多种不同的驾驶模式，而且他也享受新能源补贴，不缴购置税，还支持上绿牌，福利还挺多的,用车成本,价格
而且试驾之后，我对唐DM-i的动力、操控、安全、隔音等整体试驾感受都比较满意，改变了我对国产车的一些认知，也让我有足够的信心购买唐DM-i,动力,综合动力
最满意】动力、外观、内饰和隔音，这是我比较在意的几个方面，高速的时候车身稳定性很好，刹车反应也比较灵敏,外观,外观设计风格
君威外形真的是潮，比较动感，搭配变速箱比较给力，还有那个大灯不知道大家有没有了解，这么多领先配置落地20万多感觉相当满意了,外观,外观设计风格
动力】不追求速度激情的话，就还够用，上下班代步了，日常旅行了是没啥问题的,动力,综合动力
不过爬坡能力有待提升，深踩油门的时候发动机的声音会有些大，变速箱在速度达到50码左右的时候会觉得有些顿挫感，所以猛踩油门是不建议的，更不要随意地板油，太伤车了,操控,
操控】方向盘很轻，极速过弯的时候也很稳，底盘也扎实，看网上评论这点倒是没有什么可吐槽的,操控,
之前还刷到过视频，许多做改装的都是用君威这款车型，想必应该是有些积累的,其他信息,其他信息
舒适性】自动空调和后排出风口感觉好棒，不用担心车内升温或者降温慢了，天窗大小觉得也合适，可能有的人喜欢全景天窗吧，我是觉得少一点安全感,舒适性,座椅
为什么选择这款车】选择这款车的最重要的一个原因就是这款车子的油耗个人非常中意,用车成本,价格
买车来一定要养的起车，油耗还是一笔不小的费用的，这款车还算是比较经济实惠的,用车成本,价格
再一个是这款车子的外观啊，内在一些配置啊表现还是非常不错的,外观,外观设计风格
整体性价比不错，所以就选择了这款车子作为日常的代步工具了,用车成本,价格
最满意】最满意唐DM-i的免购置税，上绿牌，可油可电，长途出行没有续航里程的焦虑，而且油耗也比较低,用车成本,价格
外观颜值也比较大气，线条很硬朗，整体的性价比比较高,外观,外观设计风格
最不满意】最不满意的就是唐DM-i的提车周期比较长，足足等了两个月十天,其他信息,其他信息
另外唐DM-i的车身比较大，停车的时候有点比较考验技术,操控,
空间】整体空间比较大，中控台、车门都有储物空间的设计，可以收纳水杯、雨伞等小物件非常方便,空间,
唯一有一点不足的就是第3排的座椅稍微空间有一点小,空间,
动力】混动车的动力还是比较强劲，上坡的时候也不费劲，一脚油踩下去，就能有很强的动力,动力,综合动力
能耗】用事实说话，看比亚迪app的能耗表，费用省钱就一目了然了,用车成本,价格
可油可电的驾驶模式真的太舒服了，油耗是真的低，用车成本很经济划算,用车成本,价格
最满意】最满意的：霸气的外观、豪华的内饰.不限号，还是绿牌?，可油可电，多美啊,外观,外观设计风格
里面空间还大，七座的豪华真皮座椅，非常经济实惠的家庭商务车.因为我们家六口人嘛，五座车不够坐每次出去吃饭或者旅游都要再借朋友一辆车非常麻烦，所以一直很想要一个七座的家庭的商务车，出去玩啊空间还大，坐着还舒服.这个唐正好满足我们的家庭需求，刚刚好，一切都是刚刚好的样子,空间,
最不满意】最不满意的：最不满意的一点是，对于我女生来说是有点大了开着，虽然很霸气，我感觉有点憨憨的哈哈，也不是啥大问题，就是我挺喜欢这个车的空间的,空间,
空间】空间：空间没啥可挑剔的，超大的七座空间，前后排都非常舒适，除了第三排有点小之外，不过第三排如果不坐人完全可以放平，当个床，出去野餐、旅行都可美了,空间,
买七座为了啥，不就是图个舒服.这个车的空间，不说我买过了咋说，你们可以自己去看看，空间是真的可以,空间,
底盘还比较高，颠簸的道路也很平稳,操控,
最满意】应该是唐DMi的大空间吧，家里有两个娃，原来开的是福克斯，随着两娃的成长，一家人出行，原来的车子已经不能满足了，唐DMi大七坐非常实用，一家6口轻松坐下，第二排第三排都可以灵活调节，让唐DMi的实用性进一步提升,空间,
并且唐DMi双擎动力+EHS电混系统，加速不错，油耗还低，让我日常用车无惧油耗,用车成本,价格
最不满意】续航里程只有100多千米，感觉还是有点短，长途出行如果能达到200公里以上就好了,动力,续航
空间】门板储物格设计比较合理，放雨伞，放水杯基本很贴合，整车空间也比较大,空间,
动力】电动车起步加速提速是燃油车远远所不能比的！快，有推背感，动力反馈非常灵敏,动力,综合动力
有两种模式可以选择，纯电和油电混合模式,用车成本,维修保养
操控】刹车很灵敏，还有行人防撞功能，方向盘震动提醒用起来也很方便！,操控,
能耗】成本算下来平均每公里两毛八分钱，如果用纯电并且自己有充电桩的，费用可以降到每公里一毛多,用车成本,价格
舒适性】PM2.5过滤装置开起车里面没有异味,舒适性,噪音
出风口够用，风量也比较大，分区控制也很合理,舒适性,空调
外观】外观整体感觉车很大气，白色简洁耐看,外观,外观设计风格
太阳直射更加显眼,外观,外观设计风格
最不满意】不满意的地方是它的噪音还是存在的，我觉得在静音效果方面有待提升，而且它的刚买回来的时候，车内是存在一些异味儿的，建议多开窗处理,舒适性,座椅
空间】车子的空间目测看是非常大的，因为这款车子不仅储物功能非常的充足，乘车空间也是比较宽敞的，坐在里面还有很多的剩余空间足够去活动,空间,
扶手箱的空间也比较大，放东西也很方便，后备箱容纳能力也很强悍，放好几个行李箱是完全没有问题的，无论是平时拉东西还是出远门的时候，都挺方便的,空间,
操控】刹车是非常灵敏的，在一些紧急的情况发挥着非常重要的作用，而且我觉得方向盘的专门非常的精准，它不存在虚位，这款车子的车身也非常的稳重，底盘调教的比较稳定,操控,
能耗】这款车子是我刚买回来的，所以与它处于磨合期，新车预计油耗大约在6.4升左右，对于我来讲算的上是比较节省的了，另外我还会偶尔会使用电力，我觉得这种油电混合的车子用起来比较方便,用车成本,价格
舒适性】车子的噪音是存在的，没有很好的将所有的噪音隔绝在窗外，所以对于这款车子的隔音效果，我觉得还有待提升，但是这款车子的座椅，我必须要夸奖一下，我觉得是非常柔软的,舒适性,噪音
坐在上面能够减轻久坐带来的疲惫感,空间,
内饰】这款车子无论是座椅还是它的方向盘，都是用皮质包裹起来的，我觉得这一点是非常好的，因为不仅握感很棒，清洁起来也比较容易，看起来整个车子就比较高大上，外加上中控屏幕的尺寸，我觉得挺大的，这一点能够将整个车子的科技感提升不少，但是新车买回来的时候，是有一些味道的，建议多开窗通风,内饰,
最不满意】后排车门没有前排的好关，需要多用些力！,其他信息,其他信息
空间】通常5人乘车，最后面的座位很好用到,空间,
尾箱空间足够大,空间,
动力】我觉得已经够用了，省油动力足,动力,综合动力
操控】很好，动力随叫随到，静音效果好,操控,
氛围灯够炫，语音控制系统灵敏,舒适性,噪音
能耗】基本使用纯电多，省钱城市综合油耗：亏电6.0升每一百公里左右，有电则更省,用车成本,价格
纯电续航测试过从100%到25%的电量，可以走98公里,动力,续航
外观】反正开出去很多人说好看,外观,外观设计风格
内饰】我是感觉不错，你开始觉得翻毛皮黑色不好看，现在也习惯了,内饰,
性价比】我觉得很高，推荐朋友购买,用车成本,价格
为什么选择这款车】因为相信比亚迪新能源汽车品牌力，外观，性能都符合要求,外观,外观设计风格
空间】内部空间宽敞大气，功能键位置分配挺合理的,空间,
空间】第一排舒适，什么电动座椅、腰部调节、桌椅通风、座椅加热该有的都有，就觉得座椅通风风凉小了点第二排够用，空间相比宋plus小点，但好在做起来舒服，头顶天窗开启也不压抑第三排，应急坐一下还是可以的，不适合长时间坐，而且第三排没空调后备箱，第三排放倒的情况下很大，使用第三排的时候后面就没啥空间了，毕竟只是车长只有4米9不到,空间,
这不就是非常适合我的车吗，而我较喜欢出去耍，后备箱需要的空间就很大，平常出去第二排就放倒睡觉或者拉东西很实用,空间,
最不满意】等车的时间太长，没啥优惠，厂家的金融也不是很好,其他信息,其他信息
空间】空间宽敞，出去耍可以把第二排放倒，完全可以当个床来使用了,空间,
第三排说实话作用不大，没那么多人会出门，可能一年就用的到一两次,空间,
地板是一个完全纯平的情况，所以不管是怎么坐后排的人都是很舒服的,空间,
操控】操控属于一个正常的水准，方向盘助力适中不软不硬，刹车不知道是我这个这样还是所以都是这样的，前段刹车不明显后段刹车又非常灵敏,操控,
舒适性】胎噪还是有一些的毕竟轮胎不是很好，跑段时间不行了在换掉,舒适性,座椅
新车或多或少都还是有点味道的，放个十多天就没什么味道了，,内饰,
外观】白色路上屡见不鲜了，黑色呢又是非常的容易刮花，红太骚气了，思来想去还是买个灰色的总要有点不同,外观,外观设计风格
其实比较吸引我的就是外观,外观,外观设计风格
内饰】内饰有点太单调了，实体的按键就中控台上面有一点其他地方基本上都找不到，造型比较耐看的，黑棕配色还是很耐脏,内饰,
最满意】比亚迪的车子我最喜欢的就两款车，一个是唐一个是汉，感觉这两款的外观都很喜欢，但是因为家里人多还是选择了唐,外观,外观设计风格
最不满意】内饰配色单一，有点中规中矩的感觉，看起来死板没活力，但是比起燃油版的镶入式中控屏，这个中控屏好看多了,内饰,
空间】对于空间方面是完全没问题的，7座的车也挺宽敞，最后排坐两个170的男生也可以,空间,
最满意】外观是最满意的地方，选这款车其实最看重的就是它的造型了，我很喜欢这个外观的设计，整车简洁大方，又有充满活力与动力的线条设计，整体呈现出一种流线感十足但又不失硬气的形象,外观,外观设计风格
最不满意】最不满意的的是它的乘坐舒适感，这辆车外观看上去挺稳重的，但是真正的到了乡村小道的时候，路过颠簸路面所体现出来的震动感就明显的体现出来了，底盘还是不够舒适,外观,外观设计风格
空间】我身高一米八，坐进车里头部与腿部都有很多的空余，前后排空间都很大，特别是后排的头部空间比很多车要大多了，后排座位可以放平，这是基本操作，就是为了增大后备箱的空间,空间,
动力】动力那简直是随叫随到，而且有三种不同的模式，自己完全可以根据自己的心情来选择不同的模式进行驾驶，平常的城市道路，这种动力可以碾压很多车型,动力,综合动力
操控】方向盘灵活轻便，指向精准，刹车及时，油门轻便，在操控上这辆车完全不需要我担心,操控,
能耗】车在省油方面从来都具有良好的口碑，虽然车的排量挺大的，而且动力充足，但是油耗依然很节省，平均百公里只需要6个油,用车成本,价格
舒适性】减震过硬，底盘调教的不是特别的好，一般的城市道路体验不出来，我也是自己出去自驾游的时候发现的,操控,
外观】外观简洁大方，有棱有角，整体的流线性设计的非常棒，虽然有很多人吐槽它的前脸，但是我觉得这是一个很个性的设计，更能凸显出这辆车是一辆强悍的,外观,外观设计风格
性价比】性价比我自己觉得非常高，我自己喜欢的车，自己买的也非常值,用车成本,价格
为什么选择这款车】总体来说，这款车的外观还有动力都是让我下定决心买它的理由，毕竟2混合动力可不是说说而已，除了满足日常的通勤，自己出去自驾游也是一种非常棒的选择，颜值与动力并存，很是拉风,外观,外观设计风格
最满意】我对最喜欢最满意的一点就是它的外观了,外观,外观设计风格
本人特别喜欢大气正规的车型，就是那种我能够开出去应付各种场合的一款车，它既不花里胡哨，也不小家子气，从前到后都透露出一种不一样的气质，淡定、沉稳、内敛，也不失时尚感，低调大气上档次，让人觉得十分舒服，身边的人也都对我这辆车的外观赞不绝口,外观,外观设计风格
最不满意】总体来说很满意，非要指出不满意的地方的话，首先就是内饰设计不是很时尚，相比之前老款来说进步不大，座椅的材料不是很好，如果能使真皮座椅的话会看起来提升一个层次，细节上来看也有很多值得改进的地方，中规中矩吧,内饰,
其次就是起步加速方面有些慢，应该说动力跟不上吧，后期加速提速什么的还可以，只是起步这方面如果能继续优化就好了,动力,综合动力
空间】在空间表现方面在很多和它差不多大小的车中突出一些，总体来说活动空间非常大，前排驾驶位副驾驶位头顶和腿部都留有一定的空余，相信能够符合不同身高体型人的不同需求,空间,
后排空间坐着也能有两拳半左右的距离，坐三个人也不是很拥挤,空间,
后备箱空间是我最满意的，非常深，能够装很多东西，有时候需要帮客户载一些东西什么的，对我而言很实用,空间,
动力】就像我说的那样，在起步方面做的还是有所欠缺，不能和别人拼起步，没有那种爆发力，踩油门也有些软,动力,综合动力
不过后期动力非常足，加速超车都很快，跑起来的话还是十分舒服的，如果能把起步慢这个问题改一改的话，相信会有更大的提升,动力,综合动力
舒适性】舒适性很好，跟它的外观一样，坐这辆车的感觉就是踏实，舒服,外观,外观设计风格
车内的空间比较大，可活动的空间也大，无论是乘坐还是驾驶体验感受就会提升,空间,
车子的座椅设计的不错，坐着不会觉累,舒适性,噪音
并且车子的隔音性很不错，关上车窗的话几乎听不到外面太大的声音，风噪胎噪也都不大,舒适性,噪音
内饰】内饰个人还是稍微有点不满意，整体是简约商务派的，但是做工和细节方面又没有一些商务类的车好，定位可能不太准,内饰,
也属于中高档的车了，这内饰和外观不是很搭,外观,外观设计风格
座椅的材料也真皮包裹的，有些可以，后期可能会自己加一些真皮包材来提升质感，如果能和外观一样低调中不失豪华感就好了，有待提高啊,舒适性,座椅
为什么选择这款车】首先是被它的外观吸引，符合我的审美，整款车的造型设计方面非常在线，其次就是周围人对它的评价非常好，这也是现在非常畅销的一款车，身边有挺多朋友家里亲戚什么的都开这款车，我也咨询了他们的意见，开过的人也都评价它是同价位中最值得购买的一款车，所以思前想后，就选择了它,外观,外观设计风格
最满意】买它目前来说比较满意的地方在于它的颜值和它的使用空间,空间,
记得当时去4s店的时候，销售顾问给我拿了他们家的车模，有几种颜色吧，颜色都还比较特别，后来看到实车之后，确实外观来说还是挺霸气的，但是店里只有黑白两色，其实我更看重的是白色，后来我也选了白色这一款，开始那个颜色的车要预定，所以我也等了一段时，不过等我提车的时候还是挺让人惊喜的，在太阳底下照出来特别好看，感觉那一条路就只有自己的车最闪亮,外观,外观设计风格
价格比较满意的点还是它的空间吧，其实也是为了方便日后用车，现在结婚有小孩了，每次出去都是大包小包的，车子空间越大还是越好嘛，也方便一点，而且它有十几个小的储物空间，女孩子的话就比较喜欢放一点小东西，感觉那些小储物地方还是挺有利用率的,空间,
并且我都用上了，前排和后排的空间都还比较宽敞，后排的座椅还可以放倒，那样子的话，后备箱的空间就更大喽，平时的话不用放倒座椅，因为现在后备箱的空间已经足够了，如果出去玩还是利用率蛮高的，因为刚提车不久，所以确实还没有开车出去玩过，下次得安排上,空间,
最不满意】这个车也开了没多久，一直不太满意的地方，还是觉得它中控台有点丑，但是选车的时候也纠结了一番，因为凯美瑞的中控我就挺喜欢的，不过它的空间确实还是没有汉兰达大，中空的话，其实屏幕还是挺大的，就是比较规矩，就是没有一点设计感，要别人看，也看不出，这是二十万的中控内饰，不知道慢慢看会不会习惯,内饰,
动力】动力的话，我选择的是112KM尊荣，其实当时销售顾问也跟我说的也够了，毕竟我平时就上上下班开一下车，或者是去接孩子，我觉得已经足够了，那肯定还是动力系统更好一些，反正就是各有所需吧,动力,综合动力
平时跑外面呀，跑山路比较多，肯定更稳定一些，我的话就家附近跑跑，可能偶尔开车出去旅个游吧,其他信息,其他信息
操控】对于这个车的操控来说，女孩子开可能还是有点没那么快上手,操控,
我现在的车子都是自动模式，还是挺好开的，方向盘的握感也比较好，几乎所有的功能键都在方向盘上，也比较方便，档位也在合适的位置，慢慢的就会习惯了,操控,
舒适性】因为空间比较大，所以舒适性还不错，偶尔把座椅放倒，在车上打个盹，也还不错，音响效果也还可以，隔音效果还行吧,舒适性,座椅
外观】外观的话我选的是白色，这个颜色也是挺特别的，开在路上好像都不会撞衫的感觉，外观一直是我比较满意的地方，没有设计感和冲击力，也比较适合年轻人开，感觉也不会过时的那种,外观,外观设计风格
内饰】内饰的话，其实对女孩子来说肯定还是比较简单了，它的材质也不是说全部都是全皮的，因所以它的材质还是有点区别，中高配的话都是全皮的，我这个车门板上，方向盘上是皮材质,内饰,
性价比】车还是品质过得去，至少还是买了省心，性价比的话都还不错，因为开车的时间也不是很久，所以，敏感也不是很多，希望这台车能一直带给我惊喜吧,用车成本,价格
为什么选择这款车】我在选这个车的话，其实还是自己也看了比较久的时间，我家人朋友都建议我选一个小轿车，他们说，女孩子开这么霸气的车干嘛呢，但是我自己就比较喜欢这种类型的车子，并且我当时也是了他们的试驾车，动力各方面都还不错，因为是在市区开的比较多，所以销售顾问也说选112KM的也就够了，反正车子该有的功能也都有,动力,续航
还有一个就是他性价比还是挺高的，比亚迪的车也是比较省油省心，也是考虑到各方面的一个综合性高,用车成本,价格
最满意】对我来说这个车子让我最满意的地方，首先就是空间，这个空间方面也是当初购车的时候比较在意的地方，当然他的表现也是非常出色的,空间,
除了空间之外我觉得还有一个地方比较吸引我，那就是这个车子的外观设计非常的霸气威武，让我越看越觉得很man,空间,
最不满意】最不满意的地方,其他信息,其他信息
首先这个车子因为刚回来的时候那个车内的异味儿很大，打开车门扑面而来，所以在这个开车回家的途中也是感觉到非常的不适的，所以对于这个内饰上就没有那么好的一个印象了,内饰,
第二个就是这个车子的动力方面起步的时候还是有一些慢的，平常开到不觉得，但跟别的车子比起来就感觉到自己的车子怎么这么慢,动力,综合动力
空间】空间上的整体感受是比较好的，后排坐人的时候腿前还有相当一部分的距离呢，不仅可以跷二郎腿，甚至腿前放一些东西都是没有问题的，所以这个乘坐空间也是完全不需要担心的，至于后备箱方面，我们家开了一个服装店，拉货的时候就开着这个车去，那是完全能放的下,空间,
能耗】油耗的表现根据路程也不一样，我们这边的乡镇一类的路还是比较好走的，堵车的情况也有，但是并不多见，所以目前为止我的油耗还是在七个左右的,用车成本,价格
舒适性】舒适性的感受挺好的，我对于这个车子的舒适性上我就感觉他这个空调的制冷速度挺快的，大热天的进车内不一会儿就觉得非常的凉快,舒适性,座椅
外观】外观挺霸气的，属于特别给力的那一种，所以我相比一些其他车，我还是更喜欢这个车子的外观设计,外观,外观设计风格
内饰】内饰就是有异味，所以刚开始的时候肯定是会让人觉得不舒服的，所以要做好驱散异味的工作,内饰,
为什么选择这款车】选择这款车的理由首先就是它的价格上要合适我们家的预算，第二点就是因为这个车子的空间也挺大的，所以也能满足我们家庭对于这个车子的基本重做方面和储物方面的需要，最后就是配置方面的问题了，我觉得这些地方都是比较活的，所以也不是特别的在意,空间,
最主要的还是空间价格跟这个车子的性能方面要好，这个车就刚好满足我这些需要,空间,
最满意】一方面，因为它的个性化外观设计，我一开始就看到了它，前脸的线条感非常紧张饱满，车身的流线型也很流畅，从远处看，它像是一种运动感十足的材料，它的动力和外观很匹配，虽然开得太快不是很好，但是等红绿灯的时候还是很酷的，驾驶经验很好,外观,外观设计风格
其实，我觉得20万元左右买车应该不会有太多要求，毕竟，价格已经够低了，另外，现在各种车型的降价都很严重，虽然在一些多媒体配置上没有优势，但在可靠性和安全性配置上分为三部分，确实不错，一切以实用为基础，一切以安全无忧为基础,用车成本,价格
最不满意】说到不满意的地方，还有一点，但这些方面与个人审美有很大关系，我觉得内饰不在我的审美范围内，可能跟它的整体布局有关，或者它的配色对我来说不是很开胃，不管怎样，我看起来不太舒服，所以还是需要更多的室内装饰比较好,内饰,
空间】空间的表现力比较一般，因为我178岁的孩子后排中间会有点狭义，主要体现在头部空间，有时门两边的格子也可以用来放东西以防紧急情况，后备箱可以说相当宽，当我新年回去的时候，我不需要担心行李的问题，我可以带很多东西,空间,
操控】方向盘感觉很好，它非常坚固，而且，方向盘的转向精度也很好，与我开过的大多数车相比，最好从一开始就开始控制，而且，由于车身尺寸较小，在一些小巷或狭窄的道路上行驶会更加方便灵活，特别是在视觉方面，视觉方面有了很大的提高，驾驶员也非常自信,操控,
能耗】油耗大约是6L，即使在城市交通堵塞的情况下，油耗波动也不大，在冬季，油耗表现相当可观，低油耗可以带来更高的性价比，实用性也会提高很多，油耗仍然很重要，就油耗而言，混动汽车仍然是节油的,用车成本,价格
外观】外观设计很有张力，整个车身的线条也很突出，很有运动感，与其他好看的车相比，我喜欢它的很多设计点，比如它的车灯和轮毂样式，这些都有明显的特点，毋庸讳言，这条路的认知度是显而易见的，在外观上的美誉度也是众所周知的,外观,外观设计风格
内饰】即使新车刚买进来，车内也没有明显的气味，这在新车体验中是非常不错的，不过，我不喜欢致享内饰的整体布局和配色，毕竟，致享的价格不可能太高，车上的一些细节还没有得到很粗略的处理，这也是应该具备的品质,内饰,
内饰太简单了，这真是一个“流线型”的内部，车内几乎没有高科技配置，主要是没有中控屏，整个车只有两个音响系统，哈哈，是不是有点太简单了，在材料和做工上也很常见，车上也难免有一股大臭味，我只好把车窗都打开了好几天,内饰,
性价比】在性价比方面，我还是有很多经验的，因为有了致享之后，我的生活变得更加享受了，空间也给我提供了很多便利，主要是的价格不是很高，只是暂时过渡使用，以后会有变化，所以我们一定要选择性价比高的车，而价格既重要又大也要实用，不能敷衍了事，我们应该选择我们喜欢的，外表虽然很独特，但在我眼里很好看,用车成本,价格
为什么选择这款车】哪个男孩没有“玩具车”的梦想，对我来说，正是买一辆大“玩具车”的时候，我希望我的车是家用的，我不想缺乏运动的驾驶乐趣，我喜欢的外表让我觉得恶心，要有空间和美感，关键是它有一种特殊的动力感,空间,
最满意】唐新能源DM-i非常适合平常经常开车用车的，而且有阳光的时候看起来很美，也确实是能达到我想要的效果,外观,外观设计风格
最不满意】高速上它的表现也超出了我的预料，转向的过程轻松而且没有虚位，隔音静谧性还是能让我满意的,舒适性,座椅
空间】乘坐空间都是非常好的，内部还有许多贴心的小设计，带着家人出游真的超级方便，放东西还是取东西都是很方便的,空间,
动力】起步的时候也不错，开着大部分时候都能让我满意，而且驾驶非常平稳，而且加速的时候反应也很快，坐满人的时候动力提速也很快,动力,综合动力
操控】起步的时候也不错，开着大部分时候都能让我满意，而且驾驶非常平稳，而且加速的时候反应也很快，坐满人的时候动力提速也很快,操控,
舒适性】座椅还是很适合平时的使用的，底盘扎实，滤震效果也不错，都是围绕驾驶员为中心来设计的，还是觉得不错的,舒适性,座椅
外观】车型很有特点，整体的外观造型都是很好看的，前脸就让我看着很舒服很好看觉得我选择还是对的,外观,外观设计风格
性价比】我觉得还好，可以接受，中控台的设计也比较有实用性，后期养车非常轻松，操控性都是我觉得比较满意的地方，我还是比较满意的,用车成本,价格
为什么选择这款车】中控啊都是比较让我喜欢的，日常出行就会特别的不方便，非常出类拔萃的，比较愉快的就决定这车子了,外观,外观设计风格
最满意】最满意最满意的就是经济实惠，超级混动，可油可电，低油耗，方便充电的时候就充电，不方便充电又可以加油跑,用车成本,价格
大七座，大空间，驾乘都很舒服,空间,
最不满意】总体还不错，最不满意的就是轮胎没有选配，胎噪偏大,内饰,
动力】纯电工况，ECO模式，大脚动力充沛，对应之前一直开的2.4排量燃油车丝毫不输；S档，初段起步，电车优势明显，后段输出稍显底气不足,动力,综合动力
操控】驾驶感受很平顺，没有换挡顿挫,操控,
车重更显沉稳，急速转弯也并没有觉得有明显侧倾,操控,
操控很轻松，360全景模式也是给力，很方便,操控,
最满意】我最满意比亚迪的这款车型主要就是它的外观颜值了，这款车的车身线条设计的非常的漂亮，而且还有一种文雅的感觉，文静的典型白色，使我觉得这款车的回头率一定非常的高，而且自从买了这辆车之后，朋友们都夸我的眼光好,外观,外观设计风格
而且当初我去4S实体看车的时候，第一眼就挑中了这款车型，当时我老婆也是第一眼就看中了它，所以我挑了一款白色的，这款车型精致，我觉得这款车型非常符合我们的品味，老婆开着它一定也会很开心，重点是开这辆车出去兜风的话，回头率一定非常的高,外观,外观设计风格
最不满意】最不满意的地方主要有三个地方，第一，就是这款车它的后排的空间中间的那个地方凸起的特别的高，而且后排的空间头部有点压抑，如果后排乘坐的朋友高一点，那一定是感到有点压抑感了，而且中间那块地方凸起的特别高，让我感觉三个人坐在里面的话，那我感觉中间的那个人的腿，可能有点放的无可安放吧，每次我看到的时候，我总觉得有点小尴尬吧，但是我不知道中间那个人会不会有那么的尴尬，然后，第二个点，就是这款车的悬架减震有点儿不太好，厂家应该是处理的不太行，每次经过减速带的时候，这款车经过的减速带晃的有点厉害，我在车里面坐着有点晃晃的，有时候还有点头晕，自己坐在正驾驶室，没有那种想吐的感觉，但是我老婆坐在副驾驶的位置上，她每次下车总是有点小吐，最后，第三点就是这个车内的异味真的有点太重了，我刚刚提车的时候，这个车打开车门，就有一股很浓重，刺鼻的味道，总闻的不是很舒服,空间,
动力】动力方面的话，就不得不夸一下这款车的动力方面，表现的相当的优秀，动力强劲，起步快，而且起步的时候也没有带来一丝丝肉感的感觉，加速度方面也是反应的非常快的，平时在高速上我深踩油门的时候，还有不少的推背感，平时超车方面也是轻轻松松的就能越过去了，我对这款车的动力可真信心十足,动力,综合动力
操控】操控性是挺不错的，方向灵敏，转向精准，灵活，基本上是指哪打哪，几乎没有一点点的虚位，而且方向盘它属于那种刚刚好，也不是很重，也不是很轻，如果是女生开的话也是比较容易上手的，至少我老婆她上手的特别的快，而且这款车它的刹车踏板也是很灵敏的轻轻一踩，基本上就能刹得住了,操控,
能耗】油耗我还是挺满意的，平时的综合油耗在7左右，上了高速之后，油耗更低了，大概有6个点左右，对于有这个油耗，我是已经相当满意的了,用车成本,价格
毕竟后期的养车成本也是有考虑的，还好雷凌也是一个省油的爱车,用车成本,价格
舒适性】舒适性方面只能说一般般吧，每次经过减速带或者那些道路坑坑洼洼的地方的话，这款车他就晃得很厉害，每次我老婆坐在里面的时候，她下车之后总会吐，所以这款车悬架减震这一块是真的是做的非常的不好的，还有车内还有一股味道，至少是我提车那会儿的时候，打开车门，一股味道就扑面而来了，特别的刺鼻，我至少花了三个星期左右吧，才把味道给去除了,舒适性,座椅
外观】说到这款车的外观，也就是颜值方面吧，这款车我觉得它已经很符合我们现代年轻人的审美观了，而且我当初和老婆去看车的时候也是第一眼就看中这款车，这款车的外形上是十分的酷，特别的耐看，颜值挺高的，而且搭配了led的大灯，看起来像鹰眼一样，特别的炯炯有神，自从我买了这款车之后，真心的非常的喜欢这款车,外观,外观设计风格
内饰】内饰方面的话，我觉得非常的好，这款车的细节处理的非常好，而且大部分都是棕色为主的颜色搭配真的非常的好，打理起来特别的轻松，方便，也不会特别的费心，而且这款车的风格属于简约风格的，看起来非常的养眼，这款车真的是做的非常的不错，手感方面也是特别的好，能摸的地方，基本上都是软软的,内饰,
性价比】性价比方面，我觉得蛮高的，而且我当时去提车的时候还有优惠活动，当时4S店还送了我一次免费的保修保养，而且能在这个价位上有那么高配置的车子，我觉得自己也是买的比较值了,用车成本,价格
最满意】现在有了它之后家里的这个用车压力确实是小很多了，而且我觉得自从有了这台车之后，70%以上的通勤任务都交给了它，因为这台车子在市区里开着真的很方便，关键是很省，大家都愿意开这台车，再加上这个车子的续航能力本来就强，空间也大，噪音比较小，开着非常舒服，总之我觉得我们家里在第二台车上面的这个选择，也真的是很正确的，本来也就比较优秀，确实不错,空间,
动力】开在市区里动力表现绝对是让我自信心爆棚的那种，起步速度也要比其他车子快很多，但这台车是真不适合在高速上开，因为它没有很充足的动力储备，开在高速上我也是不能随意超车的，只能稳稳的跑在慢车道上面，自己想通了就好了，毕竟一年到头也上不了几次高速，再加上这种偏向于续航的纯电动车都是在速度上要做出一定的妥协，要不然怎么能保障更好的续航呢？,动力,综合动力
